date,symbol,open,close,dividend,split
2024-12-05,ASTS,22.65999984741211,22.510000228881836,0.0,0.0
2024-12-06,ASTS,22.81999969482422,25.31999969482422,0.0,0.0
2024-12-09,ASTS,27.739999771118164,25.985000610351562,0.0,0.0
2024-12-10,ASTS,25.579999923706055,24.360000610351562,0.0,0.0
2024-12-11,ASTS,24.59000015258789,23.559999465942383,0.0,0.0
2024-12-12,ASTS,23.40999984741211,23.329999923706055,0.0,0.0
2024-12-13,ASTS,23.059999465942383,23.479999542236328,0.0,0.0
2024-12-16,ASTS,23.299999237060547,24.299999237060547,0.0,0.0
2024-12-17,ASTS,24.299999237060547,24.780000686645508,0.0,0.0
2024-12-18,ASTS,24.690000534057617,23.360000610351562,0.0,0.0
2024-12-19,ASTS,23.440000534057617,23.0,0.0,0.0
2024-12-20,ASTS,22.5,22.8799991607666,0.0,0.0
2024-12-23,ASTS,22.979999542236328,23.25,0.0,0.0
2024-12-24,ASTS,23.290000915527344,23.489999771118164,0.0,0.0
2024-12-26,ASTS,23.3799991607666,24.68000030517578,0.0,0.0
2024-12-27,ASTS,24.610000610351562,22.920000076293945,0.0,0.0
2024-12-30,ASTS,22.5,21.809999465942383,0.0,0.0
2024-12-31,ASTS,22.020000457763672,21.100000381469727,0.0,0.0
2025-01-02,ASTS,21.139999389648438,21.639999389648438,0.0,0.0
2025-01-03,ASTS,21.700000762939453,23.969999313354492,0.0,0.0
2025-01-06,ASTS,24.770000457763672,24.139999389648438,0.0,0.0
2025-01-07,ASTS,24.270000457763672,23.0,0.0,0.0
2025-01-08,ASTS,22.510000228881836,22.510000228881836,0.0,0.0
2025-01-10,ASTS,21.729999542236328,22.3700008392334,0.0,0.0
2025-01-13,ASTS,21.600000381469727,21.06999969482422,0.0,0.0
2025-01-14,ASTS,21.469999313354492,20.479999542236328,0.0,0.0
2025-01-15,ASTS,21.200000762939453,21.540000915527344,0.0,0.0
2025-01-16,ASTS,21.520000457763672,21.0,0.0,0.0
2025-01-17,ASTS,21.3799991607666,20.780000686645508,0.0,0.0
2025-01-21,ASTS,20.899999618530273,23.100000381469727,0.0,0.0
2025-01-22,ASTS,23.219999313354492,22.489999771118164,0.0,0.0
2025-01-23,ASTS,19.149999618530273,19.799999237060547,0.0,0.0
2025-01-24,ASTS,20.450000762939453,20.350000381469727,0.0,0.0
2025-01-27,ASTS,19.770000457763672,19.15999984741211,0.0,0.0
2025-01-28,ASTS,19.649999618530273,20.139999389648438,0.0,0.0
2025-01-29,ASTS,19.540000915527344,17.719999313354492,0.0,0.0
2025-01-30,ASTS,18.520000457763672,18.209999084472656,0.0,0.0
2025-01-31,ASTS,19.239999771118164,20.239999771118164,0.0,0.0
2025-02-03,ASTS,18.889999389648438,21.469999313354492,0.0,0.0
2025-02-04,ASTS,21.950000762939453,23.09000015258789,0.0,0.0
2025-02-05,ASTS,23.200000762939453,24.709999084472656,0.0,0.0
2025-02-06,ASTS,25.44499969482422,27.1200008392334,0.0,0.0
2025-02-07,ASTS,27.760000228881836,26.510000228881836,0.0,0.0
2025-02-10,ASTS,27.395000457763672,31.139999389648438,0.0,0.0
2025-02-11,ASTS,30.594999313354492,28.399999618530273,0.0,0.0
2025-02-12,ASTS,28.469999313354492,27.610000610351562,0.0,0.0
2025-02-13,ASTS,27.700000762939453,30.049999237060547,0.0,0.0
2025-02-14,ASTS,30.18000030517578,32.099998474121094,0.0,0.0
2025-02-18,ASTS,32.89500045776367,30.899999618530273,0.0,0.0
2025-02-19,ASTS,31.059999465942383,31.170000076293945,0.0,0.0
2025-02-20,ASTS,30.915000915527344,31.6299991607666,0.0,0.0
2025-02-21,ASTS,31.5049991607666,28.639999389648438,0.0,0.0
2025-02-24,ASTS,28.389999389648438,28.56999969482422,0.0,0.0
2025-02-25,ASTS,27.700000762939453,26.170000076293945,0.0,0.0
2025-02-26,ASTS,28.565000534057617,27.239999771118164,0.0,0.0
2025-02-27,ASTS,28.059999465942383,26.079999923706055,0.0,0.0
2025-02-28,ASTS,25.469999313354492,27.110000610351562,0.0,0.0
2025-03-03,ASTS,29.079999923706055,25.6200008392334,0.0,0.0
2025-03-04,ASTS,24.520000457763672,28.610000610351562,0.0,0.0
2025-03-05,ASTS,30.1200008392334,33.79999923706055,0.0,0.0
2025-03-06,ASTS,32.63999938964844,32.18000030517578,0.0,0.0
2025-03-07,ASTS,31.399999618530273,33.400001525878906,0.0,0.0
2025-03-10,ASTS,32.11000061035156,29.139999389648438,0.0,0.0
2025-03-11,ASTS,28.959999084472656,28.65999984741211,0.0,0.0
2025-03-12,ASTS,29.989999771118164,27.559999465942383,0.0,0.0
2025-03-13,ASTS,27.52199935913086,26.1200008392334,0.0,0.0
2025-03-14,ASTS,26.549999237060547,28.149999618530273,0.0,0.0
2025-03-17,ASTS,27.739999771118164,28.020000457763672,0.0,0.0
2025-03-18,ASTS,27.760000228881836,26.25,0.0,0.0
2025-03-19,ASTS,26.44499969482422,25.649999618530273,0.0,0.0
2025-03-20,ASTS,25.559999465942383,24.690000534057617,0.0,0.0
2025-03-21,ASTS,24.219999313354492,25.709999084472656,0.0,0.0
2025-03-24,ASTS,26.6200008392334,29.299999237060547,0.0,0.0
2025-03-25,ASTS,28.920000076293945,28.549999237060547,0.0,0.0
2025-03-26,ASTS,28.579999923706055,27.290000915527344,0.0,0.0
2025-03-27,ASTS,27.0,25.799999237060547,0.0,0.0
2025-03-28,ASTS,25.670000076293945,24.059999465942383,0.0,0.0
2025-03-31,ASTS,22.829999923706055,22.739999771118164,0.0,0.0
2025-04-01,ASTS,22.770000457763672,21.850000381469727,0.0,0.0
2025-04-02,ASTS,21.3700008392334,22.40999984741211,0.0,0.0
2025-04-03,ASTS,20.079999923706055,21.579999923706055,0.0,0.0
2025-04-04,ASTS,20.600000381469727,20.06999969482422,0.0,0.0
2025-04-07,ASTS,18.5,21.329999923706055,0.0,0.0
2025-04-08,ASTS,22.764999389648438,20.299999237060547,0.0,0.0
2025-04-09,ASTS,20.239999771118164,24.139999389648438,0.0,0.0
2025-04-10,ASTS,24.010000228881836,23.139999389648438,0.0,0.0
2025-04-11,ASTS,23.049999237060547,23.280000686645508,0.0,0.0
2025-04-14,ASTS,24.190000534057617,22.90999984741211,0.0,0.0
2025-04-15,ASTS,22.899999618530273,22.920000076293945,0.0,0.0
2025-04-16,ASTS,22.674999237060547,22.389999389648438,0.0,0.0
2025-04-17,ASTS,22.729999542236328,23.389999389648438,0.0,0.0
2025-04-21,ASTS,22.709999084472656,20.764999389648438,0.0,0.0
2025-04-22,ASTS,21.174999237060547,21.299999237060547,0.0,0.0
2025-04-23,ASTS,22.69499969482422,22.420000076293945,0.0,0.0
2025-04-24,ASTS,23.0,24.06999969482422,0.0,0.0
2025-04-25,ASTS,23.84000015258789,23.760000228881836,0.0,0.0
2025-04-28,ASTS,24.100000381469727,24.25,0.0,0.0
2025-04-29,ASTS,24.209999084472656,23.899999618530273,0.0,0.0
2025-04-30,ASTS,22.850000381469727,23.209999084472656,0.0,0.0
2025-05-01,ASTS,23.809999465942383,23.020000457763672,0.0,0.0
2025-05-02,ASTS,24.344999313354492,26.420000076293945,0.0,0.0
2025-05-05,ASTS,25.915000915527344,24.75,0.0,0.0
2025-05-06,ASTS,24.204999923706055,25.079999923706055,0.0,0.0
2025-05-07,ASTS,25.385000228881836,25.31999969482422,0.0,0.0
2025-05-08,ASTS,25.895000457763672,25.25,0.0,0.0
2025-05-09,ASTS,25.510000228881836,25.760000228881836,0.0,0.0
2025-05-12,ASTS,27.170000076293945,27.15999984741211,0.0,0.0
2025-05-13,ASTS,25.895000457763672,26.549999237060547,0.0,0.0
2025-05-14,ASTS,26.989999771118164,26.25,0.0,0.0
2025-05-15,ASTS,26.139999389648438,26.239999771118164,0.0,0.0
2025-05-16,ASTS,27.0,26.65999984741211,0.0,0.0
2025-05-19,ASTS,25.674999237060547,24.610000610351562,0.0,0.0
2025-05-20,ASTS,24.639999389648438,25.030000686645508,0.0,0.0
2025-05-21,ASTS,24.799999237060547,23.829999923706055,0.0,0.0
2025-05-22,ASTS,24.06999969482422,24.40999984741211,0.0,0.0
2025-05-23,ASTS,24.149999618530273,24.094999313354492,0.0,0.0
2025-05-27,ASTS,24.729999542236328,24.84000015258789,0.0,0.0
2025-05-28,ASTS,25.010000228881836,24.780000686645508,0.0,0.0
2025-05-29,ASTS,25.110000610351562,23.56999969482422,0.0,0.0
2025-05-30,ASTS,23.389999389648438,23.06999969482422,0.0,0.0
2025-06-02,ASTS,22.975000381469727,24.149999618530273,0.0,0.0
2025-06-03,ASTS,24.329999923706055,25.18000030517578,0.0,0.0
2025-06-04,ASTS,25.795000076293945,28.690000534057617,0.0,0.0
2025-06-05,ASTS,28.049999237060547,30.850000381469727,0.0,0.0
2025-06-06,ASTS,31.010000228881836,31.190000534057617,0.0,0.0
2025-06-09,ASTS,32.279998779296875,34.81999969482422,0.0,0.0
2025-06-10,ASTS,35.18000030517578,35.709999084472656,0.0,0.0
2025-06-11,ASTS,35.720001220703125,36.470001220703125,0.0,0.0
2025-06-12,ASTS,35.95500183105469,36.91999816894531,0.0,0.0
2025-06-13,ASTS,36.2400016784668,38.369998931884766,0.0,0.0
2025-06-16,ASTS,39.2599983215332,41.90999984741211,0.0,0.0
2025-06-17,ASTS,40.709999084472656,40.099998474121094,0.0,0.0
2025-06-18,ASTS,41.310001373291016,44.349998474121094,0.0,0.0
2025-06-20,ASTS,45.650001525878906,45.939998626708984,0.0,0.0
2025-06-23,ASTS,43.744998931884766,50.20000076293945,0.0,0.0
2025-06-24,ASTS,50.43000030517578,53.220001220703125,0.0,0.0
2025-06-25,ASTS,50.5,49.970001220703125,0.0,0.0
2025-06-26,ASTS,50.869998931884766,50.619998931884766,0.0,0.0
2025-06-27,ASTS,51.810001373291016,49.36000061035156,0.0,0.0
2025-06-30,ASTS,50.20000076293945,46.72999954223633,0.0,0.0
2025-07-01,ASTS,46.5,45.11000061035156,0.0,0.0
2025-07-02,ASTS,45.16999816894531,45.709999084472656,0.0,0.0
2025-07-03,ASTS,47.400001525878906,45.599998474121094,0.0,0.0
2025-07-07,ASTS,46.150001525878906,45.689998626708984,0.0,0.0
2025-07-08,ASTS,46.060001373291016,45.459999084472656,0.0,0.0
2025-07-09,ASTS,45.53499984741211,42.5,0.0,0.0
2025-07-10,ASTS,43.279998779296875,43.970001220703125,0.0,0.0
2025-07-11,ASTS,43.47999954223633,45.58000183105469,0.0,0.0
2025-07-14,ASTS,45.334999084472656,47.86000061035156,0.0,0.0
2025-07-15,ASTS,48.290000915527344,51.119998931884766,0.0,0.0
2025-07-16,ASTS,51.68000030517578,52.630001068115234,0.0,0.0
2025-07-17,ASTS,52.709999084472656,57.45000076293945,0.0,0.0
2025-07-18,ASTS,56.064998626708984,57.97999954223633,0.0,0.0
2025-07-21,ASTS,59.7400016784668,56.66999816894531,0.0,0.0
2025-07-22,ASTS,55.68000030517578,57.09000015258789,0.0,0.0
2025-07-23,ASTS,58.13999938964844,58.91999816894531,0.0,0.0
2025-07-24,ASTS,58.91999816894531,60.060001373291016,0.0,0.0
2025-07-25,ASTS,56.25,54.334999084472656,0.0,0.0
2025-07-28,ASTS,55.040000915527344,54.220001220703125,0.0,0.0
2025-07-29,ASTS,53.91999816894531,53.09000015258789,0.0,0.0
2025-07-30,ASTS,53.599998474121094,54.290000915527344,0.0,0.0
2025-07-31,ASTS,54.4900016784668,53.16999816894531,0.0,0.0
2025-08-01,ASTS,50.900001525878906,52.459999084472656,0.0,0.0
2025-08-04,ASTS,51.22999954223633,51.380001068115234,0.0,0.0
2025-08-05,ASTS,51.70500183105469,52.56999969482422,0.0,0.0
2025-08-06,ASTS,54.13999938964844,51.790000915527344,0.0,0.0
2025-08-07,ASTS,52.029998779296875,47.709999084472656,0.0,0.0
2025-08-08,ASTS,48.0,46.630001068115234,0.0,0.0
2025-08-11,ASTS,46.25,45.91999816894531,0.0,0.0
2025-08-12,ASTS,51.23500061035156,49.7599983215332,0.0,0.0
2025-08-13,ASTS,50.494998931884766,50.04999923706055,0.0,0.0
2025-08-14,ASTS,50.31999969482422,48.5,0.0,0.0
2025-08-15,ASTS,48.91999816894531,48.08000183105469,0.0,0.0
2025-08-18,ASTS,48.2400016784668,48.15999984741211,0.0,0.0
2025-08-19,ASTS,47.73500061035156,44.95000076293945,0.0,0.0
2025-08-20,ASTS,44.25,45.08000183105469,0.0,0.0
2025-08-21,ASTS,44.33000183105469,44.97999954223633,0.0,0.0
2025-08-22,ASTS,44.93000030517578,47.06999969482422,0.0,0.0
2025-08-25,ASTS,47.84000015258789,50.0099983215332,0.0,0.0
2025-08-26,ASTS,51.125,50.43000030517578,0.0,0.0
2025-08-27,ASTS,50.5,48.25,0.0,0.0
2025-08-28,ASTS,48.56999969482422,48.95000076293945,0.0,0.0
2025-08-29,ASTS,48.57500076293945,48.939998626708984,0.0,0.0
2025-09-02,ASTS,48.16999816894531,48.7599983215332,0.0,0.0
2025-09-03,ASTS,49.06999969482422,45.220001220703125,0.0,0.0
2025-09-04,ASTS,45.400001525878906,41.86000061035156,0.0,0.0
2025-09-05,ASTS,42.56999969482422,42.40999984741211,0.0,0.0
2025-09-08,ASTS,36.9119987487793,40.77000045776367,0.0,0.0
2025-09-09,ASTS,39.59000015258789,36.90999984741211,0.0,0.0
2025-09-10,ASTS,38.099998474121094,37.58000183105469,0.0,0.0
2025-09-11,ASTS,37.709999084472656,38.369998931884766,0.0,0.0
2025-09-12,ASTS,38.59000015258789,38.720001220703125,0.0,0.0
2025-09-15,ASTS,40.27000045776367,40.970001220703125,0.0,0.0
2025-09-16,ASTS,41.0,40.43000030517578,0.0,0.0
2025-09-17,ASTS,40.279998779296875,41.189998626708984,0.0,0.0
2025-09-18,ASTS,41.93000030517578,41.439998626708984,0.0,0.0
2025-09-19,ASTS,41.97999954223633,45.099998474121094,0.0,0.0
2025-09-22,ASTS,46.76499938964844,48.849998474121094,0.0,0.0
2025-09-23,ASTS,48.89500045776367,54.79999923706055,0.0,0.0
2025-09-24,ASTS,54.97999954223633,54.5,0.0,0.0
2025-09-25,ASTS,51.650001525878906,49.38999938964844,0.0,0.0
2025-09-26,ASTS,50.209999084472656,49.09000015258789,0.0,0.0
2025-09-29,ASTS,49.959999084472656,48.84000015258789,0.0,0.0
2025-09-30,ASTS,48.56999969482422,49.08000183105469,0.0,0.0
2025-10-01,ASTS,53.5099983215332,56.939998626708984,0.0,0.0
2025-10-02,ASTS,58.529998779296875,66.16000366210938,0.0,0.0
2025-10-03,ASTS,65.66000366210938,67.76000213623047,0.0,0.0
2025-10-06,ASTS,69.16500091552734,72.9000015258789,0.0,0.0
2025-10-07,ASTS,67.41000366210938,74.75,0.0,0.0
2025-10-08,ASTS,84.80999755859375,81.19999694824219,0.0,0.0
2025-10-09,ASTS,80.70500183105469,86.79000091552734,0.0,0.0
2025-10-10,ASTS,89.80000305175781,82.02999877929688,0.0,0.0
2025-10-13,ASTS,86.6500015258789,90.5,0.0,0.0
2025-10-14,ASTS,88.69499969482422,94.5,0.0,0.0
2025-10-15,ASTS,98.79000091552734,95.69000244140625,0.0,0.0
2025-10-16,ASTS,95.0,89.5,0.0,0.0
2025-10-17,ASTS,83.37000274658203,83.48999786376953,0.0,0.0
2025-10-20,ASTS,86.42500305175781,82.80999755859375,0.0,0.0
2025-10-21,ASTS,81.5,78.61000061035156,0.0,0.0
2025-10-22,ASTS,72.05000305175781,71.3499984741211,0.0,0.0
2025-10-23,ASTS,71.875,71.72000122070312,0.0,0.0
2025-10-24,ASTS,74.0,73.69999694824219,0.0,0.0
2025-10-27,ASTS,76.0,79.44999694824219,0.0,0.0
2025-10-28,ASTS,80.58999633789062,77.7699966430664,0.0,0.0
2025-10-29,ASTS,83.30999755859375,80.05999755859375,0.0,0.0
2025-10-30,ASTS,78.2300033569336,76.68000030517578,0.0,0.0
2025-10-31,ASTS,77.8499984741211,80.25,0.0,0.0
2025-11-03,ASTS,80.36000061035156,71.1449966430664,0.0,0.0
2025-11-04,ASTS,67.80999755859375,70.05000305175781,0.0,0.0
2025-11-05,ASTS,69.7699966430664,70.37999725341797,0.0,0.0
2025-11-06,ASTS,68.81500244140625,65.27999877929688,0.0,0.0
2025-11-07,ASTS,64.20500183105469,69.19000244140625,0.0,0.0
2025-11-10,ASTS,71.30999755859375,68.69999694824219,0.0,0.0
2025-11-11,ASTS,67.87000274658203,67.88999938964844,0.0,0.0
2025-11-12,ASTS,68.19499969482422,64.48999786376953,0.0,0.0
2025-11-13,ASTS,64.04499816894531,61.439998626708984,0.0,0.0
2025-11-14,ASTS,58.65999984741211,61.400001525878906,0.0,0.0
2025-11-17,ASTS,60.560001373291016,56.599998474121094,0.0,0.0
2025-11-18,ASTS,55.90999984741211,58.220001220703125,0.0,0.0
2025-11-19,ASTS,58.90999984741211,58.0099983215332,0.0,0.0
2025-11-20,ASTS,61.380001068115234,50.70000076293945,0.0,0.0
2025-11-21,ASTS,53.005001068115234,51.369998931884766,0.0,0.0
2025-11-24,ASTS,53.0,55.0,0.0,0.0
2025-11-25,ASTS,55.23500061035156,55.5099983215332,0.0,0.0
2025-11-26,ASTS,56.404998779296875,55.52000045776367,0.0,0.0
2025-11-28,ASTS,56.66999816894531,56.20000076293945,0.0,0.0
2025-12-01,ASTS,54.349998474121094,52.61000061035156,0.0,0.0
2025-12-02,ASTS,53.21500015258789,56.88999938964844,0.0,0.0
2025-12-03,ASTS,57.58000183105469,61.439998626708984,0.0,0.0
2025-12-04,ASTS,62.220001220703125,72.6500015258789,0.0,0.0
2025-12-05,ASTS,71.4000015258789,73.91999816894531,0.0,0.0
2025-12-08,ASTS,74.98999786376953,74.0,0.0,0.0
2025-12-09,ASTS,73.27999877929688,72.83999633789062,0.0,0.0
2025-12-10,ASTS,72.75,79.05000305175781,0.0,0.0
2025-12-11,ASTS,78.32499694824219,84.75,0.0,0.0
2025-12-12,ASTS,83.0199966430664,76.69999694824219,0.0,0.0
2025-12-15,ASTS,77.23999786376953,67.80999755859375,0.0,0.0
2025-12-16,ASTS,65.6050033569336,68.37000274658203,0.0,0.0
2025-12-17,ASTS,70.0199966430664,61.86000061035156,0.0,0.0
2025-12-18,ASTS,65.19999694824219,65.93000030517578,0.0,0.0
2025-12-19,ASTS,67.7249984741211,75.83999633789062,0.0,0.0
2025-12-22,ASTS,79.66000366210938,86.4800033569336,0.0,0.0
2025-12-23,ASTS,82.2300033569336,85.66999816894531,0.0,0.0
2025-12-24,ASTS,89.94999694824219,78.05000305175781,0.0,0.0
2025-12-26,ASTS,77.0,71.94999694824219,0.0,0.0
2025-12-29,ASTS,70.63999938964844,71.47000122070312,0.0,0.0
2025-12-30,ASTS,72.36000061035156,74.68000030517578,0.0,0.0
2025-12-31,ASTS,75.00499725341797,72.62999725341797,0.0,0.0
2026-01-02,ASTS,74.33999633789062,83.47000122070312,0.0,0.0
2026-01-05,ASTS,82.02999877929688,90.91999816894531,0.0,0.0
2026-01-06,ASTS,90.9000015258789,97.48999786376953,0.0,0.0
2026-01-07,ASTS,91.05000305175781,85.7300033569336,0.0,0.0
2026-01-08,ASTS,88.625,90.55999755859375,0.0,0.0
2026-01-09,ASTS,90.30000305175781,97.66999816894531,0.0,0.0
2026-01-12,ASTS,95.44000244140625,98.38999938964844,0.0,0.0
2026-01-13,ASTS,96.73999786376953,92.72000122070312,0.0,0.0
2026-01-14,ASTS,91.33499908447266,95.22000122070312,0.0,0.0
2026-01-15,ASTS,94.61000061035156,101.25,0.0,0.0
2026-01-16,ASTS,107.26000213623047,115.7699966430664,0.0,0.0
2026-01-20,ASTS,113.0999984741211,112.44000244140625,0.0,0.0
2026-01-21,ASTS,116.5999984741211,103.5,0.0,0.0
2026-01-22,ASTS,109.68000030517578,116.37000274658203,0.0,0.0
2026-01-23,ASTS,115.52999877929688,113.56999969482422,0.0,0.0
2026-01-26,ASTS,112.55000305175781,104.77999877929688,0.0,0.0
2026-01-27,ASTS,106.27999877929688,111.33999633789062,0.0,0.0
2026-01-28,ASTS,113.5250015258789,121.2300033569336,0.0,0.0
2026-01-29,ASTS,122.3949966430664,122.08999633789062,0.0,0.0
2026-01-30,ASTS,120.73999786376953,111.20999908447266,0.0,0.0
2026-02-02,ASTS,109.88999938964844,104.55000305175781,0.0,0.0
2026-02-03,ASTS,108.0,115.76000213623047,0.0,0.0
2026-02-04,ASTS,114.36000061035156,103.5,0.0,0.0
2026-02-05,ASTS,98.5999984741211,93.2699966430664,0.0,0.0
2026-02-06,ASTS,97.75,101.79000091552734,0.0,0.0
2026-02-09,ASTS,100.50499725341797,102.12000274658203,0.0,0.0
2026-02-10,ASTS,100.0,96.2699966430664,0.0,0.0
2026-02-11,ASTS,100.76000213623047,96.91999816894531,0.0,0.0
2026-02-12,ASTS,87.9000015258789,82.22000122070312,0.0,0.0
2026-02-13,ASTS,82.13999938964844,82.51000213623047,0.0,0.0
2026-02-17,ASTS,80.87000274658203,83.02999877929688,0.0,0.0
2026-02-18,ASTS,83.01000213623047,84.43000030517578,0.0,0.0
2026-02-19,ASTS,82.87999725341797,86.4000015258789,0.0,0.0
2026-02-20,ASTS,85.12999725341797,80.19999694824219,0.0,0.0
2026-02-23,ASTS,78.25199890136719,83.9000015258789,0.0,0.0
2026-02-24,ASTS,81.56500244140625,85.81999969482422,0.0,0.0
2026-02-25,ASTS,87.0,82.36000061035156,0.0,0.0
2026-02-26,ASTS,81.9000015258789,85.76000213623047,0.0,0.0
2026-02-27,ASTS,82.72000122070312,79.19000244140625,0.0,0.0
2026-03-02,ASTS,78.84500122070312,86.91999816894531,0.0,0.0
2026-03-03,ASTS,88.01000213623047,92.68000030517578,0.0,0.0
2026-03-04,ASTS,95.05999755859375,104.88999938964844,0.0,0.0
2026-03-05,ASTS,103.02999877929688,93.86000061035156,0.0,0.0
2026-03-06,ASTS,91.54000091552734,89.4749984741211,0.0,0.0
2026-03-09,ASTS,87.69000244140625,89.76000213623047,0.0,0.0
2026-03-10,ASTS,90.0,87.52999877929688,0.0,0.0
2026-03-11,ASTS,86.80000305175781,88.20999908447266,0.0,0.0
2026-03-12,ASTS,87.04000091552734,87.08999633789062,0.0,0.0
2026-03-13,ASTS,89.0199966430664,86.33999633789062,0.0,0.0
2026-03-16,ASTS,88.0,89.11000061035156,0.0,0.0
2026-03-17,ASTS,89.91999816894531,95.69999694824219,0.0,0.0
2026-03-18,ASTS,94.66999816894531,90.73999786376953,0.0,0.0
2026-03-19,ASTS,88.0250015258789,94.08999633789062,0.0,0.0
2026-03-20,ASTS,94.54000091552734,89.93000030517578,0.0,0.0
2026-03-23,ASTS,90.38999938964844,88.41999816894531,0.0,0.0
2026-03-24,ASTS,87.25,86.9800033569336,0.0,0.0
2026-03-25,ASTS,89.58999633789062,96.05999755859375,0.0,0.0
2026-03-26,ASTS,93.55000305175781,87.86000061035156,0.0,0.0
2026-03-27,ASTS,89.44000244140625,78.66999816894531,0.0,0.0
